source,condition_tag,section,resource_type,content,url,collection,country,phone,doc_id,chunk_num
NIMH,adhd,School-based programs,condition_info,"Many children and teens with ADHD benefit from school-based behavioral interventions and academic accommodations. Interventions include behavior management plans or classroom-taught organizational and study skills. Accommodations include preferential seating in the classroom, reduced classwork, and extended time on tests and exams. Schools may provide accommodations through what is called a 504 Plan or, for children who qualify for special education services, an Individualized Education Plan (IEP). Learn more about special education services and the Individuals with Disabilities Education Act .",https://www.nimh.nih.gov/health/publications/attention-deficit-hyperactivity-disorder-adhd-the-basics,clinical_guidelines,,,doc_0077,0
NIMH,adhd,Cognitive training,condition_info,"Cognitive training approaches involve repeatedly using a program or activity over several weeks to improve specific functions, such as memory or attention. Exercises are tailored to the person’s ongoing performance. Cognitive training is shown to modestly improve the tasks being practiced. For instance, research shows the training can help memory, attention, inhibition, planning, and cognitive flexibility in people with ADHD. However, these improvements don’t usually translate to changes in core ADHD symptoms of impulsivity and hyperactivity.",https://www.nimh.nih.gov/health/publications/attention-deficit-hyperactivity-disorder-adhd-the-basics,clinical_guidelines,,,doc_0078,0
NIMH,adhd,Neurofeedback,condition_info,"Neurofeedback is a noninvasive technique in which an electronic device monitors and records a person’s brain activity, providing them with immediate feedback to support self-regulation. The device measures brain activity through such means as EEG or fMRI scans and feeds the information back to the person, usually in the form of a computer screen or visual cue. Through this feedback, people learn to self-regulate their brain activity to directly alter the associated behavior. The assumption is that, with repeated, real-time information, people can change their internal brain activity, with observable effects on behavior and cognition. For people with ADHD, neurofeedback is used to train and improve specific cognitive functions. Although it is shown to help reduce some ADHD symptoms, the effects of neurofeedback remain lower than those seen from medication and psychotherapy. Additional research is needed to refine the treatment and determine for whom it works and under what conditions.",https://www.nimh.nih.gov/health/publications/attention-deficit-hyperactivity-disorder-adhd-the-basics,clinical_guidelines,,,doc_0079,0
NIMH,adhd,Complementary health approaches,condition_info,"Some people may explore complementary health approaches to manage symptoms of ADHD. These can include natural products, vitamins and supplements, diet changes, and acupuncture. Others find it helpful to make lifestyle changes, like adding more physical exercise to their daily schedule. Unlike psychotherapy and medication that are scientifically shown to improve ADHD symptoms, complementary health approaches generally have not been found to treat ADHD effectively and do not qualify as evidence-supported interventions. Find more information from the National Center for Complementary and Integrative Health .",https://www.nimh.nih.gov/health/publications/attention-deficit-hyperactivity-disorder-adhd-the-basics,clinical_guidelines,,,doc_0080,0
NIMH,adhd,How can I find help?,condition_info,"If you’re unsure of where to get help, a health care provider is a good place to start. They can refer you to a qualified mental health professional, such as a psychologist, psychiatrist, or clinical social worker, who can help figure out the next steps. Find tips for talking with a health care provider about your or your child’s mental health. The Centers for Disease Control and Prevention (CDC) has information about ADHD symptoms, diagnosis, and treatment, as well as additional resources for families and providers. You can learn more about getting help on the NIMH website. You can also learn about finding support and locating mental health services in your area on the Substance Abuse and Mental Health Services Administration (SAMHSA) website.",https://www.nimh.nih.gov/health/publications/attention-deficit-hyperactivity-disorder-adhd-the-basics,clinical_guidelines,,,doc_0081,0
NIMH,adhd,How can I help myself?,condition_info,"Medication and therapy are the most effective treatments for ADHD. Other strategies may also help manage symptoms. Get regular exercise, especially when feeling hyperactive or restless. Get plenty of sleep. Try to turn off screens at least 1 hour before bedtime and get between 7–9 hours of sleep every night. Work on time management and organization. Prioritize time-sensitive tasks and write down assignments, messages, appointments, reminders, and important thoughts. Take short breaks during tasks that require sustained attention to help maintain focus and prevent burnout. Break large tasks into smaller, more manageable steps. Connect with people and maintain relationships. Schedule activities with friends, particularly supportive people who understand your challenges with ADHD. Take medications as directed. Avoid alcohol, tobacco, and drugs not prescribed for you.",https://www.nimh.nih.gov/health/publications/attention-deficit-hyperactivity-disorder-adhd-the-basics,clinical_guidelines,,,doc_0082,0
NIMH,adhd,How can I help my child?,condition_info,"Be patient, flexible, and understanding. ADHD can be frustrating both for people who have it and the people in their lives. ADHD may make it hard for your child to perform certain tasks or behaviors. Some children may need to use different strategies to help them succeed. Use clear, simple, direct language to explain rules and expectations. Reward behaviors that meet these expectations with positive reinforcement. Provide consistent praise or rewards for acting in a desired way. Offer practical help, such as on tasks like cleaning and organizing, or simply be present and engaged while your child works, which can give them a sense of accountability and motivation and help them stay focused and on track. Provide opportunities to explore different activities and interests. Help your child discover their unique talents and build confidence in their abilities.",https://www.nimh.nih.gov/health/publications/attention-deficit-hyperactivity-disorder-adhd-the-basics,clinical_guidelines,,,doc_0083,0
WHO,depression,Key facts,condition_info,"Globally, an estimated 5.7% of adults suffer from depression. More women are affected by depression than men. There is effective treatment for mild, moderate and severe depression. Depressive disorder (also known as depression) is a common mental disorder. It involves a depressed mood or loss of pleasure or interest in activities for long periods of time. Depression is different from regular mood changes and feelings about everyday life. It can affect all aspects of life, including relationships with family, friends and community. It can result from or lead to problems at school and at work. Depression can happen to anyone. People who have lived through abuse, severe losses or other stressful events are more likely to develop depression. Women are more likely to have depression than men. An estimated 4% of the population experience depression, including 5.7% of adults (4.6% among men and 6.9% among women), and 5.9% of adults aged 70 years and older. Approximately 332 million people in the world have depression (1). Depression is about 1.5 times more common among women than among men. Worldwide, more than 10% of pregnant women and women who have just given birth experience depression (2). In 2021, an estimated 727 000 people lost their lives to suicide. Suicide is the third leading cause of death in 15–29-year-olds. In high-income countries, only about one third of people with depression receive mental health treatment (3). Barriers to effective care include a lack of investment in mental health care, lack of trained health-care providers and social stigma associated with mental disorders.",https://www.who.int/news-room/fact-sheets/detail/depression,clinical_guidelines,,,doc_0084,0
WHO,depression,Symptoms and patterns,condition_info,"During a depressive episode, a person experiences a depressed mood (feeling sad, irritable, empty). They may feel a loss of pleasure or interest in activities. A depressive episode is different from regular mood fluctuations. They last most of the day, nearly every day, for at least two weeks. Other symptoms are also present, which may include: Depression can cause difficulties in all aspects of life, including in the community and at home, work and school. A depressive episode can be categorized as mild, moderate, or severe depending on the number and severity of symptoms, as well as the impact on the individual’s functioning. There are different patterns of depressive episodes including: single episode depressive disorder, meaning the person’s first and only episode; recurrent depressive disorder, meaning the person has a history of at least two depressive episodes; and bipolar disorder, meaning that depressive episodes alternate with periods of manic symptoms, which include euphoria or irritability, increased activity or energy, and other symptoms such as increased talkativeness, racing thoughts, increased self-esteem, decreased need for sleep, distractibility, and impulsive reckless behaviour.",https://www.who.int/news-room/fact-sheets/detail/depression,clinical_guidelines,,,doc_0085,0
WHO,depression,Contributing factors and prevention,condition_info,"Depression results from a complex interaction of social, psychological, and biological factors. People who have gone through adverse life events (unemployment, bereavement, traumatic events) are more likely to develop depression. Depression can, in turn, lead to more stress and dysfunction and worsen the affected person’s life situation and the depression itself. Depression is closely related to and affected by physical health. Many of the factors that influence depression (such as physical inactivity or harmful use of alcohol) are also known risk factors for diseases such as cardiovascular disease, cancer, diabetes and respiratory diseases. In turn, people with these diseases may also find themselves experiencing depression due to the difficulties associated with managing their condition. Prevention programmes have been shown to reduce depression. Effective community approaches to prevent depression include school-based programmes to enhance a pattern of positive coping in children and adolescents. Interventions for parents of children with behavioural problems may reduce parental depressive symptoms and improve outcomes for their children. Exercise programmes for older persons can also be effective in depression prevention.",https://www.who.int/news-room/fact-sheets/detail/depression,clinical_guidelines,,,doc_0086,0
WHO,depression,Diagnosis and treatment,condition_info,"There are effective treatments for depression. These include psychological treatment and medications. Seek care if you have symptoms of depression. Psychological treatments are the first treatments for depression. They can be combined with antidepressant medications in moderate and severe depression. Antidepressant medications are not needed for mild depression. Psychological treatments can teach new ways of thinking, coping or relating to others. They may include talk therapy with professionals and supervised lay therapists. Talk therapy can happen in person or online. Psychological treatments may be accessed through self-help manuals, websites and apps. Antidepressant medications include selective serotonin reuptake inhibitors (SSRIs), such as fluoxetine. Health-care providers should keep in mind the possible adverse effects associated with antidepressant medication, the ability to deliver either intervention (in terms of expertise, and/or treatment availability), and individual preferences. Antidepressants should not be used for treating depression in children and are not the first line of treatment in adolescents, among whom they should be used with extra caution. Different medications and treatments are used for bipolar disorder.",https://www.who.int/news-room/fact-sheets/detail/depression,clinical_guidelines,,,doc_0087,0
WHO,depression,Self-care,condition_info,"Self-care can play an important role in managing symptoms of depression and promoting overall well-being. try to keep doing activities you used to enjoy exercise regularly, even if it’s just a short walk stick to regular eating and sleeping habits as much as possible avoid or cut down on alcohol and don’t use illicit drugs, which can make depression worse talk to someone you trust about your feelings remember you are not alone, and that many people have gone through what you’re experiencing and found help talk to someone you trust about how you feel talk to a health worker, such as a doctor or counsellor If you think you are in immediate danger of harming yourself, contact any available emergency services or a crisis line.",https://www.who.int/news-room/fact-sheets/detail/depression,clinical_guidelines,,,doc_0088,0
WHO,depression,WHO response,condition_info,"WHO’s Comprehensive Mental Health Action Plan 2013–2030 highlights the steps required to provide appropriate interventions for people with mental disorders including depression. Depression and self-harm/suicide are among the priority conditions covered by WHO’s Mental Health Gap Action Programme (mhGAP). The Programme aims to help countries increase services for people with mental, neurological and substance use disorders through care provided by health workers who are not specialists in mental health. WHO has developed brief psychological intervention manuals for depression that may be delivered by lay therapists to individuals and groups. An example is the Problem Management Plus (PM+) manual, which describes the use of behavioural activation, stress management, problem solving treatment and strengthening social support. Moreover, the Group Interpersonal Therapy for Depression manual describes group treatment of depression. Finally, the Thinking Healthy manual covers the use of cognitive-behavioural therapy for perinatal depression. 1. 2021 Global Burden of Disease (GBD) [online database]. Seattle: Institute for Health Metrics and Evaluation; 2024 (https://vizhub.healthdata.org/gbd-results/, accessed 13 August 2025). 2. Woody CA, Ferrari AJ, Siskind DJ, Whiteford HA, Harris MG. A systematic review and meta-regression of the prevalence and incidence of perinatal depression. J Affect Disord. 2017;219:86–92. 3. Evans-Lacko S, Aguilar-Gaxiola S, Al-Hamzawi A, et al. Socio-economic variations in the mental health treatment gap for people with anxiety, mood, and substance use disorders: results from the WHO World Mental Health (WMH) surveys. Psychol Med. 2018;48(9):1560-1571.",https://www.who.int/news-room/fact-sheets/detail/depression,clinical_guidelines,,,doc_0089,0
WHO,anxiety,Key facts,condition_info,"Anxiety disorders are the world’s most common mental disorders, affecting 359 million people in 2021. More women are affected by anxiety disorders than men. Symptoms of anxiety often have onset during childhood or adolescence. There are highly effective treatments for anxiety disorders. Approximately 1 in 4 people with anxiety disorders receive treatment for this condition.",https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,clinical_guidelines,,,doc_0090,0
WHO,anxiety,Overview,condition_info,"Everyone can feel anxious sometimes, but people with anxiety disorders often experience fear and worry that is both intense and excessive. These feelings are typically accompanied by physical tension and other behavioural and cognitive symptoms. They are difficult to control, cause significant distress and can last a long time if untreated. Anxiety disorders interfere with daily activities and can impair a person’s family, social and school or working life. An estimated 4.4% of the global population currently experience an anxiety disorder (1). In 2021, 359 million people in the world had an anxiety disorder, making anxiety disorders the most common of all mental disorders (1). Although highly effective treatments for anxiety disorders exist, only about 1 in 4 people in need (27.6%) receive any treatment (2). Barriers to care include lack of awareness that this is a treatable health condition, lack of investment in mental health services, lack of trained health-care providers, and social stigma.",https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,clinical_guidelines,,,doc_0091,0
WHO,anxiety,Symptoms and patterns,condition_info,"People with an anxiety disorder may experience excessive fear or worry about a specific situation (for example, a panic attack or social situation) or, in the case of generalized anxiety disorder, about a broad range of everyday situations. They typically experience these symptoms over an extended period – at least several months. Usually they avoid the situations that make them anxious. having a sense of impending danger, panic or doom. Anxiety disorders increase the risk for depression and substance use disorders as well as the risk of suicidal thoughts and behaviours. There are several different kinds of anxiety disorders, including: generalized anxiety disorder (persistent and excessive worry about daily activities or events); panic disorder (panic attacks and fear of continued panic attacks); social anxiety disorder (high levels of fear and worry about social situations that might make the person feel humiliated, embarrassed or rejected); agoraphobia (excessive fear, worry and avoidance of situations that might cause a person to panic or feel trapped, helpless or embarrassed); separation anxiety disorder (excessive fear or worry about being separated from people with whom the person has a deep emotional bond); specific phobias (intense, irrational fears of specific objects or situations that lead to avoidance behaviour and significant distress); and selective mutism (consistent inability to speak in certain social situations, despite the ability to speak comfortably in other settings, primarily affecting children). People may experience more than one anxiety disorder at the same time. Symptoms often begin during childhood or adolescence and continue into adulthood. Girls and women are more likely to experience an anxiety disorder than boys and men.",https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,clinical_guidelines,,,doc_0092,0
WHO,anxiety,Contributing factors and prevention,condition_info,"Anxiety disorders, like other mental health conditions, result from a complex interaction of social, psychological and biological factors. Anyone can have an anxiety disorder, but people who have lived through abuse, severe losses or other adverse experiences are more likely to develop one. Anxiety disorders are closely related to and affected by physical health. Many of the impacts of anxiety (such as physical tension, nervous system hyperactivity or harmful use of alcohol) are also known risk factors for diseases such as cardiovascular disease. In turn, people with these diseases may also find themselves experiencing anxiety disorders due to the difficulties associated with managing their conditions. Effective community-based approaches to prevent anxiety include parental education and school-based programmes to enhance social and emotional learning and build positive coping in children and adolescents. Exercise programmes can also be effective in preventing anxiety disorders in adults.",https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,clinical_guidelines,,,doc_0093,0
WHO,anxiety,Diagnosis and treatment,condition_info,"There are several effective treatments for anxiety disorders. People with symptoms of anxiety should seek care. Psychological interventions are essential treatments for anxiety disorders and refer primarily to talk therapy with professionals or supervised lay therapists. These interventions can help people learn new ways of thinking, coping or relating to their anxiety, to others or to the world. They can teach people how to face the situations, events, people or places that trigger their anxiety. Psychological interventions can be provided to individuals or groups, in person or online. They may also be accessed through self-help manuals, websites and apps. The psychological interventions with the most evidence for treating a range of anxiety disorders are those based on principles of cognitive-behavioural therapy. These include exposure therapy, during which people learn to face their fears. In addition, learning stress management skills, such as relaxation skills and mindfulness skills, can help reduce symptoms of anxiety disorders. Antidepressant medications, such as selective serotonin reuptake inhibitors (SSRIs), can also be useful in treating adults with anxiety disorders. Health-care providers should keep in mind the possible adverse effects associated with antidepressant medication, the ability to deliver either intervention (in terms of expertise, and/or treatment availability), and individual preferences. Benzodiazepines, which have historically been prescribed for anxiety disorders, are generally not recommended for anxiety disorders because of their high potential for dependence as well as their limited long-term effectiveness.",https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,clinical_guidelines,,,doc_0094,0
WHO,anxiety,Self-care,condition_info,"Self-care can play an important role in supporting treatment. To help manage your symptoms of anxiety and promote your overall well-being, you can: avoid or cut down on alcohol and don’t use illicit drugs, which can make anxiety worse; exercise regularly, even if it’s just a short walk; stick to regular eating and sleeping habits as much as possible and eat a healthy diet; learn relaxation techniques, such as slow breathing and progressive muscle relaxation; and develop the habit of mindfulness meditation, even if it’s just a few minutes per day.",https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,clinical_guidelines,,,doc_0095,0
WHO,anxiety,WHO response,condition_info,"WHO’s Comprehensive mental health action plan 2013–2030 highlights the steps required to provide appropriate interventions for people with mental health conditions, including anxiety disorders. Generalized anxiety disorder and panic disorder are included in the priority conditions covered by WHO’s mhGAP Programme. This programme aims to help countries increase services for people with mental, neurological and substance use disorders through care provided by health workers who are not specialists in mental health. WHO has developed brief psychological intervention manuals that may be delivered by lay therapists to individuals and groups. These interventions have been shown to be effective for multiple mental health problems, including anxiety and depression. An example is the Problem Management Plus (PM+) manual, which is based on principles of cognitive behavioural therapy and uses techniques like stress management, problem solving treatment and strengthening social support. Additionally, the Self-Help Plus (SH+) group-based stress management course and WHO’s popular Doing What Matters in Times of Stress self-help book describe skills that can be used to reduce anxiety and stress.",https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,clinical_guidelines,,,doc_0096,0
WHO,general,Key facts,condition_info,"Globally, more than a billion people live with a mental health condition. Affordable, effective and feasible strategies exist to promote, protect and restore mental health. The need for action on mental health is indisputable and urgent. Mental health has intrinsic and instrumental value and is integral to our well-being.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines,,,doc_0097,0
WHO,general,Overview,condition_info,"Mental health is a state of mental well-being that enables people to cope with the stresses of life, realize their abilities, learn and work well, and contribute to their community. It has intrinsic and instrumental value and is a basic human right. Mental health exists on a complex continuum, which is experienced differently from one person to the next. At any one time, a diverse set of individual, family, community and structural factors may combine to protect or undermine mental health. Although most people are resilient, people who are exposed to adverse circumstances are at higher risk of developing a mental health condition. Mental health conditions include mental disorders and psychosocial disabilities as well as other mental states associated with significant distress, impairment in functioning, or risk of self-harm. Many mental health conditions can be effectively treated at relatively low cost, yet health systems remain significantly under-resourced and treatment gaps are wide all over the world.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines,,,doc_0098,0
WHO,general,Risks and protective factors,condition_info,"The risks and protective factors that influence mental health operate at multiple levels. Individual factors such as emotional skills, substance use and genetics can increase vulnerability to mental health problems. Social and environmental factors – including poverty, violence, inequality and environmental deprivation – also increase the risk of experiencing mental health conditions. Risks can emerge at any stage of life, but those occurring during sensitive developmental periods, especially early childhood, are particularly harmful. For example, harsh parenting and physical punishment can damage child health and bullying is a leading risk factor for mental health conditions. Protective factors similarly occur throughout our lives and help build resilience. They include individual social and emotional skills, positive social interactions, access to quality education, decent work, safe neighbourhoods and strong community ties. Mental health risks and protective factors can be found at different scales. Local challenges affect individuals, families and communities, while global threats – such as economic downturns, disease outbreaks, humanitarian emergencies, forced displacement and climate change – impact entire populations. No single factor can reliably predict mental health outcomes. Many people exposed to risk factors never develop a mental health condition, while others may be affected without any known risk. However, the interplay of these determinants collectively shapes mental health over time.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines,,,doc_0099,0
WHO,general,Mental health promotion and prevention,condition_info,"Promotion and prevention efforts aim to improve mental health by addressing individual, social and structural determinants of mental health. Interventions can be designed for individuals, specific groups or whole populations. Because many determinants lie outside the health sector, effective promotion and prevention programmes require cross-sector collaboration. Education, labour, justice, transport, environment, housing, and welfare sectors all have vital roles. The health sector can contribute by embedding promotion and prevention into its services and by leading or supporting multisectoral coordination. Suicide prevention is a global priority and part of the Sustainable Development Goals. Key strategies include limiting access to means, promoting responsible media reporting, supporting social and emotional learning for adolescents, and ensuring early intervention. Banning highly hazardous pesticides is a particularly inexpensive and cost–effective intervention for reducing suicide rates. Promoting child and adolescent mental health is another priority. Effective approaches include policies and laws that protect mental health, support for caregivers, school-based programmes and improvements to community and online environments. Among these, school-based social and emotional learning programmes are especially effective across all income levels. Mental health at work is a growing area of interest and can be supported through legislation and regulation, workplace policies, manager training and targeted interventions for workers.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines,,,doc_0100,0
WHO,general,Mental health care and treatment,condition_info,"National efforts to strengthen mental health must focus not only on promoting mental well-being for all, but also on addressing the needs of people with mental health conditions. This is best achieved through community-based mental health care, which is more accessible and acceptable than institutional care, helps prevent human rights violations, and delivers better recovery outcomes. Such care should be provided through a coordinated network of services that comprise: integrated mental health services within general health care, typically in general hospitals and through task-sharing with non-specialist care providers in primary health care; dedicated community mental health services, such as community mental health centres and teams, psychosocial rehabilitation, peer support and supported living; and mental health support in non-health settings, including child protection services, school health programmes, and prisons. The vast care gap for common mental health conditions such as depression and anxiety means countries must also explore innovative approaches to expand and diversify care. These include non-specialist psychological interventions and digital self-help tools, which can be scaled efficiently and affordably.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines,,,doc_0101,0
WHO,general,WHO response,condition_info,"All WHO Member States have committed to the Comprehensive mental health action plan 2013–2030, which aims to improve mental health through four key strategies focused on leadership, community-based care, promotion and prevention, and data. WHO’s latest analysis of country performance against the action plan, Mental health atlas 2024 , showed that progress towards the agreed targets remains insufficient. To accelerate action, WHO’s World mental health report: transforming mental health for all urges countries to focus on three transformative pathways: deepen the value given to mental health by individuals, communities and governments, backed by meaningful engagement and investment across sectors; reshape environments – in homes, schools, workplaces and communities – to better protect mental health and prevent mental health conditions; and strengthen mental health care by building community-based networks of accessible, affordable and quality services and supports that meet the full spectrum of needs. WHO places strong emphasis on human rights, empowering people with lived experience, and fostering multisectoral collaboration. WHO continues to work nationally and internationally – including in humanitarian settings – to provide strategic leadership, evidence, tools and technical support to help governments and partners drive a collective transformation towards better mental health for all.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines,,,doc_0102,0
WHO,crisis,Key facts,crisis,"More than 720 000 people die due to suicide every year. Suicide is the third leading cause of death among 15–29-year-olds. Seventy-three per cent of global suicides occur in low- and middle-income countries. The reasons for suicide are multi-faceted, influenced by social, cultural, biological, psychological, and environmental factors present across the life-course. For every suicide there are many more people who attempt suicide. A prior suicide attempt is an important risk factor for suicide in the general population.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines,,,doc_0103,0
WHO,crisis,Overview,crisis,"Every year 727 000 people take their own life and there are many more people who make suicide attempts. Every suicide is a tragedy that affects families, communities and entire countries and has long-lasting effects on the people left behind. Suicide occurs throughout the lifespan and was the third leading cause of death among 15–29-year-olds globally in 2021. Suicide does not just occur in high-income countries but is a global phenomenon in all regions of the world. In fact, close to three quarters (73%) of global suicides occurred in low- and middle-income countries in 2021. Suicide is a serious public health problem that requires a public health response. With timely, evidence-based and often low-cost interventions, suicides can be prevented. For national responses to be effective, a comprehensive multisectoral suicide prevention strategy is needed.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines,,,doc_0104,0
WHO,crisis,Who is at risk?,crisis,"The link between suicide and mental disorders (in particular, depression and alcohol use disorders) and a previous suicide attempt is well established in high-income countries. However, many suicides happen impulsively in moments of crisis with a breakdown in the ability to deal with life stresses, such as financial problems, relationship disputes, or chronic pain and illness. In addition, experiencing conflict, disaster, violence, abuse or loss and a sense of isolation are strongly associated with suicidal behaviour. Suicide rates are also high among vulnerable groups who experience discrimination, such as refugees and migrants; indigenous peoples; lesbian, gay, bisexual, transgender, intersex (LGBTI) persons; and prisoners.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines,,,doc_0105,0
WHO,crisis,Prevention and control,crisis,"There are several measures that can be taken at population, sub-population and individual levels to prevent suicide and self-harm. LIVE LIFE, WHO’s initiative for suicide prevention, recommends the following key effective evidence-based interventions: limit access to the means of suicide (e.g. pesticides, firearms, certain medications); interact with the media for responsible reporting of suicide; early identify, assess, manage and follow up anyone who is affected by suicidal behaviours. These need to go hand-in-hand with the following foundational pillars: situation analysis, multisectoral collaboration, awareness raising, capacity building, financing, surveillance and monitoring and evaluation. Suicide prevention efforts require coordination and collaboration among multiple sectors of society, including the health sector and other sectors such as education, labour, agriculture, business, justice, law, defence, politics and the media. These efforts must be comprehensive and integrated given the multifaceted nature of suicide.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines,,,doc_0106,0
WHO,crisis,Stigma and taboo,crisis,"Stigma, particularly surrounding mental disorders and suicide, means many people thinking of taking their own life or who have attempted suicide are not seeking help and are therefore not getting the help they need. The prevention of suicide has not been adequately addressed due to a lack of awareness of suicide as a major public health problem and the taboo in many societies to openly discuss it. To date, only a few countries have included suicide prevention among their health priorities and only 38 countries report having a national suicide prevention strategy. Raising community awareness and breaking down the taboo is important for countries to make progress in preventing suicide.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines,,,doc_0107,0
WHO,crisis,Data quality,crisis,"Globally, the availability and quality of data on suicide and self-harm is poor. Only some 80 WHO Member States have good-quality vital registration data that can be used directly to estimate suicide rates. This problem of poor-quality mortality data is not unique to suicide, but given the stigma surrounding suicide – and the illegality of suicidal behaviour in some countries – it is likely that under-reporting and misclassification are greater problems for suicide than for most other causes of death. Improved surveillance and monitoring of suicide and self-harm are required for effective suicide prevention strategies. Cross-national differences in the patterns of suicide, and changes in the rates, characteristics and methods of suicide, highlight the need for each country to improve the comprehensiveness, quality and timeliness of their suicide-related data. This includes vital registration of suicide, hospital-based registries of self-harm and nationally representative surveys collecting information about self-reported self-harm.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines,,,doc_0108,0
WHO,crisis,WHO response,crisis,"The urgency to act to prevent suicides has been recognized and prioritized at the highest levels. The reduction of the suicide rate is an indicator in the UN Sustainable Development Goals (the only indicator for mental health), WHO’s General Programme of Work and WHO’s Comprehensive Mental Health Action Plan 2013–2030. The first WHO world suicide report, Preventing suicide: a global imperative, published in 2014, aimed to increase the awareness of the public health significance of suicide and suicide attempts and to make suicide prevention a high priority on the global public health agenda. It also aimed to encourage and support countries to develop or strengthen comprehensive national suicide prevention strategies through a multisectoral public health approach. In 2021, WHO launched LIVE LIFE: an implementation guide for suicide prevention in countries. Accompanying resources to support the implementation of the four key LIVE LIFE interventions have also been published including the 2024 brochure on Preventing suicide by phasing out highly hazardous pesticides to support limiting access to means, Preventing suicide: a resource for media professionals, update 2023 to encourage responsible reporting of suicide, and the Helping Adolescents Thrive toolkit to foster socio-emotional life-skills among young people. At the health sector level, suicide/self-harm is one of the priority conditions in the WHO Mental Health Gap Action Programme (mhGAP), which provides evidence-based technical guidance to scale up service provision and care in countries for mental, neurological and substance use disorders. The mhGAP Intervention Guide (‎mhGAP-IG)‎ includes a specific module for suicide and self-harm to support early identification, assessment, management and follow-up. Through the LIVE LIFE initiative, governments are encouraged and supported to implement a suite of evidence-based interventions and foundational pillars for suicide prevention.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines,,,doc_0109,0
WHO,schizophrenia,Key facts,condition_info,"Schizophrenia causes psychosis, is associated with considerable disability and may affect all areas of life, including personal, family, social, educational, and occupational functioning. Stigma, discrimination, and violation of human rights of people with schizophrenia are common. More than two out of three people with psychosis in the world do not receive specialist mental health care. A range of effective care options for people with schizophrenia exists and at least one in three people with schizophrenia will be able to fully recover.",https://www.who.int/news-room/fact-sheets/detail/schizophrenia,clinical_guidelines,,,doc_0110,0
WHO,schizophrenia,Symptoms,condition_info,"Schizophrenia is characterised by significant impairments in the way reality is perceived and changes in behaviour related to: persistent delusions: the person has fixed beliefs that something is true, despite evidence to the contrary; persistent hallucinations: the person may hear, smell, see, touch, or feel things that are not there; experiences of influence, control or passivity: the experience that one’s feelings, impulses, actions, or thoughts are not generated by oneself, are being placed in one’s mind or withdrawn from one’s mind by others, or that one’s thoughts are being broadcast to others; disorganized thinking, which is often observed as jumbled or irrelevant speech; highly disorganised behaviour e.g. the person does things that appear bizarre or purposeless, or the person has unpredictable or inappropriate emotional responses that interfere with their ability to organise their behaviour; “negative symptoms” such as very limited speech, restricted experience and expression of emotions, inability to experience interest or pleasure, and social withdrawal; and/or extreme agitation or slowing of movements, maintenance of unusual postures. People with schizophrenia often also experience persistent difficulties with their cognitive or thinking skills, such as memory, attention, and problem-solving. At least one third of people with schizophrenia experiences complete remission of symptoms (1). Some people with schizophrenia experience worsening and remission of symptoms periodically throughout their lives, others a gradual worsening of symptoms over time.",https://www.who.int/news-room/fact-sheets/detail/schizophrenia,clinical_guidelines,,,doc_0111,0
